sep=,
106914316.43085888028,-80.51613616943359375,
106964311.43035893142,-82.5110931396484375,
107014306.42985898256,-82.2800445556640625,
107064301.4293590337,-81.225677490234375,
107114296.42885908484,-81.2077484130859375,
107164291.42835913599,-78.79196929931640625,
107214286.42785918713,-79.90692901611328125,
107264281.42735923827,-79.579254150390625,
107314276.42685928941,-80.81402587890625,
107364271.42635934055,-83.2174530029296875,
107414266.42585939169,-80.7792205810546875,
107464261.42535944283,-79.3543243408203125,
107514256.42485949397,-80.57818603515625,
107564251.42435954511,-81.198577880859375,
107614246.42385959625,-81.438140869140625,
107664241.42335964739,-79.73635101318359375,
107714236.42285969853,-80.4359893798828125,
107764231.42235974967,-78.6219482421875,
107814226.42185980082,-80.50601959228515625,
107864221.42135985196,-80.5015411376953125,
107914216.4208599031,-81.5990142822265625,
107964211.42035995424,-78.33919525146484375,
108014206.41986000538,-72.681854248046875,
108064201.41936005652,-79.3307952880859375,
108114196.41886010766,-80.09572601318359375,
108164191.4183601588,-83.3838348388671875,
108214186.41786020994,-80.58611297607421875,
108264181.41736026108,-79.47139739990234375,
108314176.41686031222,-79.63410186767578125,
108364171.41636036336,-80.1178741455078125,
108414166.41586041451,-81.9424285888671875,
108464161.41536046565,-80.74718475341796875,
108514156.41486051679,-80.58773040771484375,
108564151.41436056793,-81.6263580322265625,
108614146.41386061907,-79.21961212158203125,
108664141.41336067021,-80.46984100341796875,
108714136.41286072135,-80.94272613525390625,
108764131.41236077249,-78.37154388427734375,
108814126.41186082363,-79.77251434326171875,
108864121.41136087477,-84.446197509765625,
108914116.41086092591,-79.3817596435546875,
108964111.41036097705,-81.7223663330078125,
109014106.40986102819,-80.1078338623046875,
109064101.40936107934,-80.93463897705078125,
109114096.40886113048,-81.180023193359375,
109164091.40836118162,-81.4004364013671875,
109214086.40786123276,-79.7014312744140625,
109264081.4073612839,-79.57122039794921875,
109314076.40686133504,-79.8607330322265625,
109364071.40636138618,-79.1400146484375,
109414066.40586143732,-80.333587646484375,
109464061.40536148846,-80.25695037841796875,
109514056.4048615396,-81.4837493896484375,
109564051.40436159074,-81.27630615234375,
109614046.40386164188,-80.97765350341796875,
109664041.40336169302,-80.0913848876953125,
109714036.40286174417,-79.08678436279296875,
109764031.40236179531,-79.432586669921875,
109814026.40186184645,-78.826416015625,
109864021.40136189759,-80.1244964599609375,
109914016.40086194873,-80.71073150634765625,
109964011.40036199987,-80.35463714599609375,
110014006.39986205101,-76.35819244384765625,
110064001.39936210215,-79.08785247802734375,
110113996.39886215329,-78.23932647705078125,
110163991.39836220443,-79.6136627197265625,
110213986.39786225557,-79.1156158447265625,
110263981.39736230671,-79.35491943359375,
110313976.39686235785,-79.6848297119140625,
110363971.396362409,-79.75316619873046875,
110413966.39586246014,-79.25157928466796875,
110463961.39536251128,-80.97959136962890625,
110513956.39486256242,-79.7417755126953125,
110563951.39436261356,-78.74906158447265625,
110613946.3938626647,-78.831878662109375,
110663941.39336271584,-79.9374542236328125,
110713936.39286276698,-79.605255126953125,
110763931.39236281812,-78.6035308837890625,
110813926.39186286926,-79.24840545654296875,
110863921.3913629204,-78.59328460693359375,
110913916.39086297154,-77.99332427978515625,
110963911.39036302269,-80.58771514892578125,
111013906.38986307383,-78.40387725830078125,
111063901.38936312497,-79.01009368896484375,
111113896.38886317611,-78.1377716064453125,
111163891.38836322725,-78.54862213134765625,
111213886.38786327839,-79.265869140625,
111263881.38736332953,-78.444915771484375,
111313876.38686338067,-79.37320709228515625,
111363871.38636343181,-79.2633819580078125,
111413866.38586348295,-79.2338409423828125,
111463861.38536353409,-80.2675933837890625,
111513856.38486358523,-79.26065826416015625,
111563851.38436363637,-80.3111724853515625,
111613846.38386368752,-79.75299835205078125,
111663841.38336373866,-78.8737030029296875,
111713836.3828637898,-79.60819244384765625,
111763831.38236384094,-80.7010955810546875,
111813826.38186389208,-77.99871063232421875,
111863821.38136394322,-80.90566253662109375,
111913816.38086399436,-78.3446807861328125,
111963811.3803640455,-78.00650787353515625,
112013806.37986409664,-78.81171417236328125,
112063801.37936414778,-78.84384918212890625,
112113796.37886419892,-78.17120361328125,
112163791.37836425006,-77.63657379150390625,
112213786.3778643012,-77.90650177001953125,
112263781.37736435235,-80.48294830322265625,
112313776.37686440349,-78.20178985595703125,
112363771.37636445463,-78.558929443359375,
112413766.37586450577,-78.15410614013671875,
112463761.37536455691,-78.6402130126953125,
112513756.37486460805,-78.3077545166015625,
112563751.37436465919,-78.18422698974609375,
112613746.37386471033,-77.18482208251953125,
112663741.37336476147,-78.712188720703125,
112713736.37286481261,-77.11602020263671875,
112763731.37236486375,-78.14975738525390625,
112813726.37186491489,-77.75858306884765625,
112863721.37136496603,-77.35894012451171875,
112913716.37086501718,-78.59584808349609375,
112963711.37036506832,-79.603179931640625,
113013706.36986511946,-76.60516357421875,
113063701.3693651706,-77.48572540283203125,
113113696.36886522174,-79.0189971923828125,
113163691.36836527288,-77.5341796875,
113213686.36786532402,-77.02867889404296875,
113263681.36736537516,-76.6626129150390625,
113313676.3668654263,-77.1072845458984375,
113363671.36636547744,-79.4627685546875,
113413666.36586552858,-77.6254425048828125,
113463661.36536557972,-76.6163787841796875,
113513656.36486563087,-77.8652801513671875,
113563651.36436568201,-77.2022247314453125,
113613646.36386573315,-76.70501708984375,
113663641.36336578429,-77.57386016845703125,
113713636.36286583543,-76.9422760009765625,
113763631.36236588657,-76.25002288818359375,
113813626.36186593771,-76.7609710693359375,
113863621.36136598885,-76.5479736328125,
113913616.36086603999,-76.1951446533203125,
113963611.36036609113,-75.89388275146484375,
114013606.35986614227,-77.75246429443359375,
114063601.35936619341,-76.16172027587890625,
114113596.35886624455,-78.134368896484375,
114163591.3583662957,-77.38845062255859375,
114213586.35786634684,-77.23464202880859375,
114263581.35736639798,-76.83203887939453125,
114313576.35686644912,-76.88265228271484375,
114363571.35636650026,-75.2723846435546875,
114413566.3558665514,-79.454986572265625,
114463561.35536660254,-77.1429595947265625,
114513556.35486665368,-76.66603851318359375,
114563551.35436670482,-76.7568359375,
114613546.35386675596,-76.92205810546875,
114663541.3533668071,-75.90045928955078125,
114713536.35286685824,-77.2241058349609375,
114763531.35236690938,-75.8399505615234375,
114813526.35186696053,-74.5854644775390625,
114863521.35136701167,-75.5905914306640625,
114913516.35086706281,-76.42676544189453125,
114963511.35036711395,-75.4992828369140625,
115013506.34986716509,-73.23024749755859375,
115063501.34936721623,-76.1805877685546875,
115113496.34886726737,-76.556671142578125,
115163491.34836731851,-74.7472991943359375,
115213486.34786736965,-76.2487640380859375,
115263481.34736742079,-75.44025421142578125,
115313476.34686747193,-75.21381378173828125,
115363471.34636752307,-74.94775390625,
115413466.34586757421,-74.6177215576171875,
115463461.34536762536,-74.85417938232421875,
115513456.3448676765,-75.73537445068359375,
115563451.34436772764,-72.96451568603515625,
115613446.34386777878,-74.148101806640625,
115663441.34336782992,-74.8438568115234375,
115713436.34286788106,-73.75080108642578125,
115763431.3423679322,-73.791290283203125,
115813426.34186798334,-74.60703277587890625,
115863421.34136803448,-74.39641571044921875,
115913416.34086808562,-73.64656829833984375,
115963411.34036813676,-75.16748046875,
116013406.3398681879,-73.995452880859375,
116063401.33936823905,-75.506683349609375,
116113396.33886829019,-73.2462158203125,
116163391.33836834133,-74.4951324462890625,
116213386.33786839247,-72.75909423828125,
116263381.33736844361,-74.1835784912109375,
116313376.33686849475,-71.24105072021484375,
116363371.33636854589,-73.43772125244140625,
116413366.33586859703,-71.33527374267578125,
116463361.33536864817,-73.4282379150390625,
116513356.33486869931,-71.1977691650390625,
116563351.33436875045,-73.22438812255859375,
116613346.33386880159,-71.69409942626953125,
116663341.33336885273,-72.5914459228515625,
116713336.33286890388,-71.180450439453125,
116763331.33236895502,-74.2061920166015625,
116813326.33186900616,-71.41208648681640625,
116863321.3313690573,-73.040679931640625,
116913316.33086910844,-71.2596435546875,
116963311.33036915958,-72.7578887939453125,
117013306.32986921072,-69.9781646728515625,
117063301.32936926186,-69.76348876953125,
117113296.328869313,-70.68450927734375,
117163291.32836936414,-73.3685150146484375,
117213286.32786941528,-71.1494140625,
117263281.32736946642,-72.79117584228515625,
117313276.32686951756,-71.23517608642578125,
117363271.32636956871,-70.82042694091796875,
117413266.32586961985,-71.341094970703125,
117463261.32536967099,-71.5634307861328125,
117513256.32486972213,-71.237548828125,
117563251.32436977327,-71.87335968017578125,
117613246.32386982441,-70.228271484375,
117663241.32336987555,-69.67790985107421875,
117713236.32286992669,-70.7962493896484375,
117763231.32236997783,-70.849273681640625,
117813226.32187002897,-69.030426025390625,
117863221.32137008011,-69.4608306884765625,
117913216.32087013125,-69.3026580810546875,
117963211.32037018239,-68.4636077880859375,
118013206.31987023354,-70.51697540283203125,
118063201.31937028468,-68.63260650634765625,
118113196.31887033582,-71.70680999755859375,
118163191.31837038696,-69.53873443603515625,
118213186.3178704381,-71.1110992431640625,
118263181.31737048924,-68.95613861083984375,
118313176.31687054038,-70.81162261962890625,
118363171.31637059152,-68.99533843994140625,
118413166.31587064266,-70.685943603515625,
118463161.3153706938,-69.1494293212890625,
118513156.31487074494,-71.91007232666015625,
118563151.31437079608,-69.04441070556640625,
118613146.31387084723,-70.0839385986328125,
118663141.31337089837,-68.8763885498046875,
118713136.31287094951,-72.3425140380859375,
118763131.31237100065,-68.38292694091796875,
118813126.31187105179,-69.57047271728515625,
118863121.31137110293,-69.1688385009765625,
118913116.31087115407,-71.88303375244140625,
118963111.31037120521,-68.419921875,
119013106.30987125635,-70.76529693603515625,
119063101.30937130749,-69.1169891357421875,
119113096.30887135863,-70.02486419677734375,
119163091.30837140977,-69.00972747802734375,
119213086.30787146091,-70.58579254150390625,
119263081.30737151206,-68.62139892578125,
119313076.3068715632,-70.33306884765625,
119363071.30637161434,-68.035552978515625,
119413066.30587166548,-69.3586273193359375,
119463061.30537171662,-68.8812103271484375,
119513056.30487176776,-69.19327545166015625,
119563051.3043718189,-68.62873077392578125,
119613046.30387187004,-69.71952056884765625,
119663041.30337192118,-68.6351470947265625,
119713036.30287197232,-69.39080047607421875,
119763031.30237202346,-69.26995849609375,
119813026.3018720746,-70.36664581298828125,
119863021.30137212574,-67.77637481689453125,
119913016.30087217689,-68.44582366943359375,
119963011.30037222803,-70.09914398193359375,
120013006.29987227917,-60.02805328369140625,
120063001.29937233031,-65.95806884765625,
120112996.29887238145,-68.1085052490234375,
120162991.29837243259,-70.28374481201171875,
120212986.29787248373,-68.249298095703125,
120262981.29737253487,-68.886993408203125,
120312976.29687258601,-67.7707672119140625,
120362971.29637263715,-70.0016632080078125,
120412966.29587268829,-68.98139190673828125,
120462961.29537273943,-68.753570556640625,
120512956.29487279058,-68.95074462890625,
120562951.29437284172,-69.69867706298828125,
120612946.29387289286,-67.88817596435546875,
120662941.293372944,-69.5291748046875,
120712936.29287299514,-67.82714080810546875,
120762931.29237304628,-70.20568084716796875,
120812926.29187309742,-68.13294219970703125,
120862921.29137314856,-69.49619293212890625,
120912916.2908731997,-67.98247528076171875,
120962911.29037325084,-70.02138519287109375,
121012906.28987330198,-67.77386474609375,
121062901.28937335312,-70.25750732421875,
121112896.28887340426,-68.8927764892578125,
121162891.28837345541,-72.4837799072265625,
121212886.28787350655,-69.0470123291015625,
121262881.28737355769,-71.3037261962890625,
121312876.28687360883,-69.00336456298828125,
121362871.28637365997,-71.63982391357421875,
121412866.28587371111,-68.592742919921875,
121462861.28537376225,-70.7009735107421875,
121512856.28487381339,-68.8702545166015625,
121562851.28437386453,-70.866302490234375,
121612846.28387391567,-68.7743682861328125,
121662841.28337396681,-69.63153839111328125,
121712836.28287401795,-69.61457061767578125,
121762831.28237406909,-70.16226959228515625,
121812826.28187412024,-70.676116943359375,
121862821.28137417138,-70.1885223388671875,
121912816.28087422252,-69.4152679443359375,
121962811.28037427366,-68.7032012939453125,
122012806.2798743248,-69.76728057861328125,
122062801.27937437594,-68.89928436279296875,
122112796.27887442708,-70.71768951416015625,
122162791.27837447822,-69.13777923583984375,
122212786.27787452936,-70.6884613037109375,
122262781.2773745805,-68.430389404296875,
122312776.27687463164,-69.1834869384765625,
122362771.27637468278,-68.667205810546875,
122412766.27587473392,-69.0178985595703125,
122462761.27537478507,-68.720367431640625,
122512756.27487483621,-70.28954315185546875,
122562751.27437488735,-69.02111053466796875,
122612746.27387493849,-71.1019744873046875,
122662741.27337498963,-67.60064697265625,
122712736.27287504077,-71.042572021484375,
122762731.27237509191,-68.51905059814453125,
122812726.27187514305,-70.7159271240234375,
122862721.27137519419,-67.911529541015625,
122912716.27087524533,-71.24910736083984375,
122962711.27037529647,-67.922637939453125,
123012706.26987534761,-71.69692230224609375,
123062701.26937539876,-68.33466339111328125,
123112696.2688754499,-71.49950408935546875,
123162691.26837550104,-67.57949066162109375,
123212686.26787555218,-71.25296783447265625,
123262681.26737560332,-67.703338623046875,
123312676.26687565446,-70.02490997314453125,
123362671.2663757056,-68.21014404296875,
123412666.26587575674,-71.42093658447265625,
123462661.26537580788,-68.4272918701171875,
123512656.26487585902,-70.0483245849609375,
123562651.26437591016,-69.26837921142578125,
123612646.2638759613,-69.881866455078125,
123662641.26337601244,-69.61862945556640625,
123712636.26287606359,-70.82682037353515625,
123762631.26237611473,-69.52751922607421875,
123812626.26187616587,-69.547607421875,
123862621.26137621701,-68.80846405029296875,
123912616.26087626815,-67.94934844970703125,
123962611.26037631929,-70.01636505126953125,
124012606.25987637043,-69.06735992431640625,
124062601.25937642157,-71.2442626953125,
124112596.25887647271,-68.53311920166015625,
124162591.25837652385,-70.00624847412109375,
124212586.25787657499,-69.0700225830078125,
124262581.25737662613,-70.7609100341796875,
124312576.25687667727,-69.05184173583984375,
124362571.25637672842,-69.959320068359375,
124412566.25587677956,-69.168121337890625,
124462561.2553768307,-70.6224365234375,
124512556.25487688184,-67.92511749267578125,
124562551.25437693298,-69.761932373046875,
124612546.25387698412,-69.59749603271484375,
124662541.25337703526,-70.5141754150390625,
124712536.2528770864,-68.8679962158203125,
124762531.25237713754,-70.56462860107421875,
124812526.25187718868,-70.14379119873046875,
124862521.25137723982,-70.6505126953125,
124912516.25087729096,-69.6507415771484375,
124962511.2503773421,-71.64167022705078125,
125012506.24987739325,-67.2513885498046875,
125062501.24937744439,-71.8077239990234375,
125112496.24887749553,-69.26500701904296875,
125162491.24837754667,-67.77895355224609375,
125212486.24787759781,-69.6319580078125,
125262481.24737764895,-70.56267547607421875,
125312476.24687770009,-69.88045501708984375,
125362471.24637775123,-70.13576507568359375,
125412466.24587780237,-69.711212158203125,
125462461.24537785351,-70.4687957763671875,
125512456.24487790465,-71.06714630126953125,
125562451.24437795579,-73.39490509033203125,
125612446.24387800694,-71.31819915771484375,
125662441.24337805808,-71.71855926513671875,
125712436.24287810922,-72.03313446044921875,
125762431.24237816036,-72.04538726806640625,
125812426.2418782115,-72.1472930908203125,
125862421.24137826264,-71.73149871826171875,
125912416.24087831378,-73.077362060546875,
125962411.24037836492,-73.167633056640625,
126012406.23987841606,-73.30190277099609375,
126062401.2393784672,-72.448486328125,
126112396.23887851834,-73.7049407958984375,
126162391.23837856948,-73.185577392578125,
126212386.23787862062,-72.289093017578125,
126262381.23737867177,-72.33968353271484375,
126312376.23687872291,-73.91318511962890625,
126362371.23637877405,-71.92818450927734375,
126412366.23587882519,-72.40145111083984375,
126462361.23537887633,-74.2707672119140625,
126512356.23487892747,-73.32396697998046875,
126562351.23437897861,-72.64849090576171875,
126612346.23387902975,-74.34668731689453125,
126662341.23337908089,-70.70348358154296875,
126712336.23287913203,-73.2783355712890625,
126762331.23237918317,-71.66597747802734375,
126812326.23187923431,-72.4738006591796875,
126862321.23137928545,-73.0541229248046875,
126912316.2308793366,-72.8610992431640625,
126962311.23037938774,-70.42669677734375,
127012306.22987943888,-70.29090118408203125,
127062301.22937949002,-63.1748809814453125,
127112296.22887954116,-69.48365020751953125,
127162291.2283795923,-70.45891571044921875,
127212286.22787964344,-73.1913909912109375,
127262281.22737969458,-72.38397216796875,
127312276.22687974572,-73.5001678466796875,
127362271.22637979686,-70.20694732666015625,
127412266.225879848,-71.584808349609375,
127462261.22537989914,-70.22495269775390625,
127512256.22487995028,-72.9337005615234375,
127562251.22438000143,-73.2445526123046875,
127612246.22388005257,-73.1646728515625,
127662241.22338010371,-74.90045928955078125,
127712236.22288015485,-71.5616607666015625,
127762231.22238020599,-72.9852447509765625,
127812226.22188025713,-74.7978515625,
127862221.22138030827,-74.591461181640625,
127912216.22088035941,-72.90326690673828125,
127962211.22038041055,-74.2324371337890625,
128012206.21988046169,-74.17636871337890625,
128062201.21938051283,-72.3909149169921875,
128112196.21888056397,-73.0053253173828125,
128162191.21838061512,-74.15276336669921875,
128212186.21788066626,-74.6485595703125,
128262181.2173807174,-73.400054931640625,
128312176.21688076854,-74.33725738525390625,
128362171.21638081968,-75.068328857421875,
128412166.21588087082,-74.04807281494140625,
128462161.21538092196,-73.678497314453125,
128512156.2148809731,-72.269317626953125,
128562151.21438102424,-73.6004791259765625,
128612146.21388107538,-74.0682525634765625,
128662141.21338112652,-73.67723846435546875,
128712136.21288117766,-73.62532806396484375,
128762131.2123812288,-73.85082244873046875,
128812126.21188127995,-76.1421356201171875,
128862121.21138133109,-74.16265869140625,
128912116.21088138223,-74.969879150390625,
128962111.21038143337,-73.4119110107421875,
129012106.20988148451,-74.75527191162109375,
129062101.20938153565,-72.939422607421875,
129112096.20888158679,-73.4949188232421875,
129162091.20838163793,-73.98242950439453125,
129212086.20788168907,-73.75072479248046875,
129262081.20738174021,-73.5387725830078125,
129312076.20688179135,-75.378936767578125,
129362071.20638184249,-72.1602783203125,
129412066.20588189363,-73.06795501708984375,
129462061.20538194478,-71.71135711669921875,
129512056.20488199592,-72.1470794677734375,
129562051.20438204706,-73.02097320556640625,
129612046.2038820982,-71.95388031005859375,
129662041.20338214934,-70.41498565673828125,
129712036.20288220048,-72.98024749755859375,
129762031.20238225162,-72.3488006591796875,
129812026.20188230276,-73.70696258544921875,
129862021.2013823539,-76.221343994140625,
129912016.20088240504,-74.86407470703125,
129962011.20038245618,-76.49614715576171875,
130012006.19988250732,-65.42397308349609375,
130062001.19938255847,-75.36269378662109375,
130111996.19888260961,-75.42923736572265625,
130161991.19838266075,-74.6559906005859375,
130211986.19788271189,-75.262664794921875,
130261981.19738276303,-75.5472412109375,
130311976.19688281417,-75.23310089111328125,
130361971.19638286531,-76.87160491943359375,
130411966.19588291645,-75.0814971923828125,
130461961.19538296759,-74.585662841796875,
130511956.19488301873,-75.7787628173828125,
130561951.19438306987,-74.42278289794921875,
130611946.19388312101,-75.58138275146484375,
130661941.19338317215,-73.63347625732421875,
130711936.1928832233,-74.00455474853515625,
130761931.19238327444,-71.89139556884765625,
130811926.19188332558,-75.24967193603515625,
130861921.19138337672,-74.81996917724609375,
130911916.19088342786,-75.01045989990234375,
130961911.190383479,-75.0651702880859375,
131011906.18988353014,-75.39035797119140625,
131061901.18938358128,-74.02642822265625,
131111896.18888363242,-75.79827117919921875,
131161891.18838368356,-74.468292236328125,
131211886.1878837347,-75.7183990478515625,
131261881.18738378584,-74.282440185546875,
131311876.18688383698,-74.6517333984375,
131361871.18638388813,-74.858245849609375,
131411866.18588393927,-74.46613311767578125,
131461861.18538399041,-75.9807586669921875,
131511856.18488404155,-71.92108917236328125,
131561851.18438409269,-74.86875152587890625,
131611846.18388414383,-75.53348541259765625,
131661841.18338419497,-76.25060272216796875,
131711836.18288424611,-73.77445220947265625,
131761831.18238429725,-76.462432861328125,
131811826.18188434839,-74.57540130615234375,
131861821.18138439953,-74.3451385498046875,
131911816.18088445067,-74.9664764404296875,
131961811.18038450181,-77.20723724365234375,
132011806.17988455296,-72.5568695068359375,
132061801.1793846041,-65.57720947265625,
132111796.17888465524,-75.11997222900390625,
132161791.17838470638,-75.10347747802734375,
132211786.17788475752,-76.13346099853515625,
132261781.17738480866,-71.610595703125,
132311776.1768848598,-73.89308929443359375,
132361771.17638491094,-75.94720458984375,
132411766.17588496208,-74.6060943603515625,
132461761.17538501322,-74.99230194091796875,
132511756.17488506436,-74.75299835205078125,
132561751.1743851155,-74.960052490234375,
132611746.17388516665,-74.1922607421875,
132661741.17338521779,-73.97930145263671875,
132711736.17288526893,-75.194244384765625,
132761731.17238532007,-74.73734283447265625,
132811726.17188537121,-74.270172119140625,
132861721.17138542235,-73.72603607177734375,
132911716.17088547349,-73.003936767578125,
132961711.17038552463,-72.51560211181640625,
133011706.16988557577,-71.5161895751953125,
133061701.16938562691,-71.5254058837890625,
133111696.16888567805,-72.70656585693359375,
133161691.16838572919,-74.1257781982421875,
133211686.16788578033,-73.81131744384765625,
133261681.16738583148,-74.4527130126953125,
133311676.16688588262,-73.99961090087890625,
133361671.16638593376,-72.94052886962890625,
133411666.1658859849,-72.3796234130859375,
133461661.16538603604,-74.14263916015625,
133511656.16488608718,-74.3730621337890625,
133561651.16438613832,-74.41719818115234375,
133611646.16388618946,-73.0355377197265625,
133661641.1633862406,-73.55881500244140625,
133711636.16288629174,-73.42134857177734375,
133761631.16238634288,-75.530975341796875,
133811626.16188639402,-72.21028900146484375,
133861621.16138644516,-73.5797119140625,
133911616.16088649631,-73.67252349853515625,
133961611.16038654745,-72.26548004150390625,
134011606.15988659859,-71.75734710693359375,
134061601.15938664973,-72.3373565673828125,
134111596.15888670087,-71.8362274169921875,
134161591.15838675201,-73.5367279052734375,
134211586.15788680315,-72.756622314453125,
134261581.15738683939,-73.30591583251953125,
134311576.15688687563,-73.4533538818359375,
134361571.15638691187,-73.79288482666015625,
134411566.15588694811,-73.4058990478515625,
134461561.15538698435,-73.94823455810546875,
134511556.15488702059,-74.3975830078125,
134561551.15438705683,-72.86644744873046875,
134611546.15388709307,-74.4981842041015625,
134661541.15338712931,-75.0052337646484375,
134711536.15288716555,-74.00591278076171875,
134761531.15238720179,-74.0731964111328125,
134811526.15188723803,-74.784912109375,
134861521.15138727427,-75.7518310546875,
134911516.1508873105,-74.66751861572265625,
134961511.15038734674,-75.6180419921875,
135011506.14988738298,-69.8669891357421875,
135061501.14938741922,-73.78643035888671875,
135111496.14888745546,-73.040924072265625,
135161491.1483874917,-72.03391265869140625,
135211486.14788752794,-73.44673919677734375,
135261481.14738756418,-74.696685791015625,
135311476.14688760042,-74.2588043212890625,
135361471.14638763666,-76.1061859130859375,
135411466.1458876729,-76.76727294921875,
135461461.14538770914,-76.67954254150390625,
135511456.14488774538,-77.26709747314453125,
135561451.14438778162,-76.69445037841796875,
135611446.14388781786,-77.552093505859375,
135661441.1433878541,-77.34528350830078125,
135711436.14288789034,-77.54303741455078125,
135761431.14238792658,-76.65749359130859375,
135811426.14188796282,-77.22234344482421875,
135861421.14138799906,-77.3073272705078125,
135911416.1408880353,-77.0021209716796875,
135961411.14038807154,-78.50081634521484375,
136011406.13988810778,-78.454742431640625,
136061401.13938814402,-77.57259368896484375,
136111396.13888818026,-77.27051544189453125,
136161391.1383882165,-78.19454193115234375,
136211386.13788825274,-77.41089630126953125,
136261381.13738828897,-78.3645477294921875,
136311376.13688832521,-77.47837066650390625,
136361371.13638836145,-78.4752349853515625,
136411366.13588839769,-77.2477874755859375,
136461361.13538843393,-79.1473541259765625,
136511356.13488847017,-79.95388031005859375,
136561351.13438850641,-78.4685821533203125,
136611346.13388854265,-80.83451080322265625,
136661341.13338857889,-77.31745147705078125,
136711336.13288861513,-77.7718048095703125,
136761331.13238865137,-79.2275848388671875,
136811326.13188868761,-77.86859130859375,
136861321.13138872385,-76.497283935546875,
136911316.13088876009,-77.89919281005859375,
136961311.13038879633,-79.11794281005859375,
137011306.12988883257,-77.7640228271484375,
137061301.12938886881,-80.0486907958984375,
137111296.12888890505,-76.85936737060546875,
137161291.12838894129,-77.66040802001953125,
137211286.12788897753,-77.4867095947265625,
137261281.12738901377,-75.913177490234375,
137311276.12688905001,-74.41854095458984375,
137361271.12638908625,-74.21414947509765625,
137411266.12588912249,-75.01616668701171875,
137461261.12538915873,-76.39151763916015625,
137511256.12488919497,-76.7799835205078125,
137561251.1243892312,-77.60175323486328125,
137611246.12388926744,-77.43860626220703125,
137661241.12338930368,-79.10445404052734375,
137711236.12288933992,-77.19879913330078125,
137761231.12238937616,-78.06012725830078125,
137811226.1218894124,-77.22093963623046875,
137861221.12138944864,-78.05619049072265625,
137911216.12088948488,-76.35437774658203125,
137961211.12038952112,-75.98455047607421875,
138011206.11988955736,-76.098236083984375,
138061201.1193895936,-77.7357025146484375,
138111196.11888962984,-78.11637115478515625,
138161191.11838966608,-78.02796173095703125,
138211186.11788970232,-78.8161468505859375,
138261181.11738973856,-77.1825408935546875,
138311176.1168897748,-77.258026123046875,
138361171.11638981104,-75.19474029541015625,
138411166.11588984728,-75.4341278076171875,
138461161.11538988352,-74.51502227783203125,
138511156.11488991976,-77.1994476318359375,
138561151.114389956,-77.1376800537109375,
138611146.11388999224,-78.39731597900390625,
138661141.11339002848,-77.60037994384765625,
138711136.11289006472,-78.42549896240234375,
138761131.11239010096,-77.5518341064453125,
138811126.1118901372,-79.71189117431640625,
138861121.11139017344,-78.2935943603515625,
138911116.11089020967,-79.6872406005859375,
138961111.11039024591,-79.046875,
139011106.10989028215,-78.33837127685546875,
139061101.10939031839,-79.31475067138671875,
139111096.10889035463,-77.77231597900390625,
139161091.10839039087,-77.33414459228515625,
139211086.10789042711,-79.44664764404296875,
139261081.10739046335,-79.8597259521484375,
139311076.10689049959,-80.21221923828125,
139361071.10639053583,-78.824676513671875,
139411066.10589057207,-78.5863800048828125,
139461061.10539060831,-77.063812255859375,
139511056.10489064455,-76.21491241455078125,
139561051.10439068079,-76.62082672119140625,
139611046.10389071703,-78.1254119873046875,
139661041.10339075327,-78.17075347900390625,
139711036.10289078951,-77.236236572265625,
139761031.10239082575,-80.1692962646484375,
139811026.10189086199,-80.82391357421875,
139861021.10139089823,-78.7208709716796875,
139911016.10089093447,-81.1670989990234375,
139961011.10039097071,-79.262725830078125,
140011006.09989100695,-78.8474578857421875,
140061001.09939104319,-80.19002532958984375,
140110996.09889107943,-81.2117767333984375,
140160991.09839111567,-79.92322540283203125,
140210986.09789115191,-80.82472991943359375,
140260981.09739118814,-79.29534149169921875,
140310976.09689122438,-81.5290374755859375,
140360971.09639126062,-80.907257080078125,
140410966.09589129686,-80.5967559814453125,
140460961.0953913331,-80.53404998779296875,
140510956.09489136934,-81.8072967529296875,
140560951.09439140558,-79.1716766357421875,
140610946.09389144182,-77.91895294189453125,
140660941.09339147806,-79.05345916748046875,
140710936.0928915143,-79.5189208984375,
140760931.09239155054,-81.9162750244140625,
140810926.09189158678,-80.6229095458984375,
140860921.09139162302,-82.1092071533203125,
140910916.09089165926,-82.013397216796875,
140960911.0903916955,-82.1130218505859375,
141010906.08989173174,-81.638336181640625,
141060901.08939176798,-82.3768157958984375,
141110896.08889180422,-81.5687255859375,
141160891.08839184046,-80.54120635986328125,
141210886.0878918767,-80.70586395263671875,
141260881.08739191294,-82.16162109375,
141310876.08689194918,-83.2131805419921875,
141360871.08639198542,-79.76612091064453125,
141410866.08589202166,-84.024139404296875,
141460861.0853920579,-83.0763092041015625,
141510856.08489209414,-79.79245758056640625,
141560851.08439213037,-81.3218841552734375,
141610846.08389216661,-80.4631805419921875,
141660841.08339220285,-79.96286773681640625,
141710836.08289223909,-78.931610107421875,
141760831.08239227533,-79.76865386962890625,
141810826.08189231157,-79.7234954833984375,
141860821.08139234781,-82.17791748046875,
141910816.08089238405,-80.32761383056640625,
141960811.08039242029,-81.8790435791015625,
142010806.07989245653,-82.135467529296875,
142060801.07939249277,-81.4637451171875,
142110796.07889252901,-83.0110015869140625,
142160791.07839256525,-83.7273712158203125,
142210786.07789260149,-80.8704986572265625,
142260781.07739263773,-81.8964996337890625,
142310776.07689267397,-83.31781005859375,
